name,id,premium,alternate_url,created_at,department.name,employer.name,area.name,professional_roles.name,employment.name,experience.name,salary,salary.from,salary.to,salary.currency,salary.gross,schedule.name,snippet.requirement,snippet.responsibility,working_time_modes.name,working_time_intervals.name,type.name,description.vacancy
Data Scientist ML (с элементами NLP),87855182,False,https://hh.ru/vacancy/87855182,2023-11-02T10:27:14+0300,,БиАйЭй-Технолоджиз,Москва,Дата-сайентист,Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Опыт разработки на Python. Опыт работы с основными фреймворками для машинного обучения (PyTorch, Tensorflow pandas, numpy, xgboost, catboost, HuggingFace, Arima...","Формирование модели оттока клиента на основании данных о его заказах и общей информации о компании (3,8 млн клиентов). ",,,Открытая,"Активно расширяем команду, которая работает над задачами для нашего крупнейшего логистического партнера:  Формирование модели оттока клиента на основании данных о его заказах и общей информации о компании (3,8 млн клиентов) Создание рекомендательной системы для оптимального следующего шага - Next Best Offer (NBO)  Обязанности:  Сбор и обработка данных из корпоративных информационных хранилищ Прогнозирование временных рядов клиентской активности методами ARIMA Отработка гипотез и поиск оптимальной модели Построение интерпретируемых моделей Внедрение модели в промышленную среду (вывод модели в Production)  Требования:  Опыт разработки на Python Опыт работы с основными фреймворками для машинного обучения (PyTorch, Tensorflow pandas, numpy, xgboost, catboost, HuggingFace, Arima и пр.) Понимание и опыт использования современных архитектур нейронных сетей для задач обработки NLP Навык трансформации истории диалога с представителями заказчика в «фичу»  Условия:  Работа в команде профессионалов, которые готовы поделиться своим опытом Достойный уровень заработной платы, социальные гарантии, проводим ежегодную оценку персонала по методике Performance Review, официальное оформление в аккредитованной ИТ компании, свободный дресс-код, гибкий график и, конечно же, предоставляем всю необходимую технику для работы Гибкий график работы (ищем коллегу в наш московский офис в 5 минутах от м.Кутузовская, готовы предложить гибридный формат работы), свободный дресс-код ДМС + Программа «Кафетерий льгот»: сотрудники за счет компании могут компенсировать расходы на страхование, обучение, спорт, спортивный инвентарь + Программа «Добросервис»: предоставляет возможность получать онлайн-консультации специалистов по психологическим, юридическим, финансовым вопросам Внутреннее обучение и оплата внешних тренингов, семинаров и конференций, корпоративная библиотека "
Data scientist (Управление скоринга и Биг Дата),89203591,False,https://hh.ru/vacancy/89203591,2023-11-08T14:20:34+0300,,ХОУМ Банк,Москва,Дата-сайентист,Полная занятость,От 3 до 6 лет,,,,,,Полный день,"Хорошее знание математики, статистики, математического анализа и линейной алгебры. Знание основных алгоритмов ML и понимание принципов их работы. ","Исследовать данные, разрабатывать модели и переносить их в production. Оценивать полезность и качество новых источников данных. Формировать выгрузки из хранилища...",,,Открытая,"Команда Data Science ищет сильного аналитика на задачи машинного обучения, скоринга и анализа данных от внешних поставщиков. Наша цель - доставлять до продуктива качественные ML модели в короткие сроки.В рамках работы предстоит много общаться с другими подразделениями (Риск-процессы, Антифрод, Валидация, IT, Финансы, Бизнес), выступать в роли ментора для менее опытных сотрудников, помогая им развиваться, улучшать модели и процессы. ЧЕМ ВЫ БУДЕТЕ ЗАНИМАТЬСЯ:  Исследовать данные, разрабатывать модели и переносить их в production Оценивать полезность и качество новых источников данных Формировать выгрузки из хранилища данных (SQL) и Хадупа (Spark) Разрабатывать и внедрять модели машинного обучения (Python) Развивать внутреннюю методологию ML и обновлять ML-библиотеку на Python Выступать в роли менеджера по задачам: участвовать в обсуждении с заказчиками, координировать процесс реализации проектов  ЧТО ВАМ ДЛЯ ЭТОГО НЕОБХОДИМО:  Хорошее знание математики, статистики, математического анализа и линейной алгебры Знание основных алгоритмов ML и понимание принципов их работы Навыки в программировании (Python) Опыт построения ML моделей Понимание архитектуры БД, знания SQL Опыт работы с GIT Опыт работы с BI инструментами (н-р, Tableau) как преимущество Опыт работы с экосистемой Hadoop как преимущество Большое желание развиваться в области Data Science  МЫ ПРЕДЛАГАЕМ:  Фиксированный оклад + система премирования Социальный пакет Офис: м. Белорусская Гибридный формат работы Команда, открытая самым смелым идеям Внутренние программы обучения и развития Высокий уровень ответственности и возможность самостоятельно принимать решения Атмосфера, где легко оставаться собой: минимум формализма, открытые коммуникации и отсутствие дресс-кода "
Data Scientist,89153315,False,https://hh.ru/vacancy/89153315,2023-11-07T15:44:52+0300,,Carcade Leasing,Москва,"BI-аналитик, аналитик данных",Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Высшее образование (техническое, экономическое). Опыт работы на позиции <highlighttext>data</highlighttext> <highlighttext>scientist</highlighttext> от 2 лет. Уверенное владение SQL. Владение библиотеками Python: pandas...","Придумывать и проверять гипотезы, которые позволят улучшить и оптимизировать внутренние бизнес-процессы в компании. Извлекать данные из баз данных и...",,,Открытая,"CARCADE - автолизинг федерального масштаба. 1996 год – одна из первых автолизинговых компаний в РФ, с апреля 2020 года CARCADE входит в ГК «Газпромбанк Лизинг».Клиенты CARCADE — более 150 000 предпринимателей и компаний, работающих в различных регионах России. За 26 лет работы на российском рынке CARCADE помогла своим клиентам приобрести более 270 тысяч автомобилей и сэкономить более 2,3 млрд рублей в рамках программы льготного лизинга. Задачи, которые вас ждут:  Придумывать и проверять гипотезы, которые позволят улучшить и оптимизировать внутренние бизнес-процессы в компании; Извлекать данные из баз данных и других источников, приводить их к нужному виду, анализировать и строить модели машинного обучения; Планировать и ставить эксперименты, анализировать результаты и их статистическую значимость; Коммуницировать с заказчиками из бизнес-подразделений и коллегами из ИТ, презентовать результаты работы; Вводить модели машинного обучения в работу production.  Каким мы видим нашего нового коллегу:  Высшее образование (техническое, экономическое); Опыт работы на позиции data scientist от 2 лет; Уверенное владение SQL; Владение библиотеками Python: pandas, numpy, scikit-Learn, matplotlib/seaborn, XGBoost/LightGBM/CatBoost, Scipy и т.д. Понимание процесса исследования и внедрения ML-моделей; Опыт использования на практике знаний в области прикладной математической статистики, теории вероятностей; Самостоятельность, умение вести проекты, соблюдать дедлайны, презентовать результаты; Опыт работы в финансовом секторе будет дополнительным преимуществом.  Условия:  Официальное трудоустройство по ТК РФ с первого рабочего дня; Белая заработная плата: окладная часть + ежемесячное премирование. Обсуждается по итогам собеседования; График 5/2 (возможен гибридный и удаленный формат работы); Компенсация питания; Перспективы карьерного и профессионального роста; Расширенный социальный пакет: полный пакет ДМС, страховка при выезде за рубеж, обучение, оплачиваемый больничный, корпоративные скидки на занятиях в фитнес-клубах, система материальной помощи и выгодные условия для сотрудников по приобретению автомобилей.   "
Валидатор моделей производных финансовых инструментов (Data Scientist),89014324,False,https://hh.ru/vacancy/89014324,2023-11-02T17:34:20+0300,Сбер. Data Science,СБЕР,Москва,Дата-сайентист,Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Знание мат. статистики, алгоритмов, структур данных: знание Python и/или R и основных библиотек анализа данных, можно на начальном уровне...","Валидируем модели Сбербанка, способные значимо повлиять на финансовый результат. Валидация = всесторонняя проверка модели, определяющей стоимость и риски различных производных финансовых...",,,Открытая,"Наша команда занимается оценкой модельного риска и его управлением. Модельный риск возникает вследствие решений, основанных на неверных или неправильно интерпретируемых моделях и приводит к финансовым потерям, ошибочным решениям, потере репутации. Мы ищем сильных кандидатов на задачи, связанные с модельным риском моделей справедливой стоимости и кредитного риска деривативов. Мы:  Валидируем модели Сбербанка, способные значимо повлиять на финансовый результат. Валидация = всесторонняя проверка модели, определяющей стоимость и риски различных производных финансовых инструментов; Разрабатываем и автоматизируем методы для валидации моделей различных классов; Создаем методологию и инструменты для управления модельным риском; Строим платформу для онлайн-мониторинга и автовалидации моделей.  Что будешь делать ты?  Разбираться в различных моделях на финансовых рынках: моделях справедливой стоимости и рисков деривативов, в том числе CVA & PFE, тестировать их корректность; Автоматизировать процедуры валидации моделей для внедрения в процессы автомониторинга; Исследовать и предлагать новые методы количественной оценки модельного риска (сколько потерь в деньгах принесет неоптимальная модель в эксплуатации через месяц/год?).  С какими моделями мы работаем? Модели Торговой книги: модели справедливой стоимости и риск-метрик производных финансовых инструментов (экзотические и ванильные опционы на разные классы активов, структурные продукты торговых десков), модели CVA, PFE, VaR и стресс-тестирования позиций Глобальных рынков. Что мы ожидаем от кандидатов Общие требования:  Знание мат. статистики, алгоритмов, структур данных: знание Python и/или R и основных библиотек анализа данных, можно на начальном уровне, важен интерес к этой области; Техническое и/или экономико-математическое образование.  Специфические знания для работы с моделями Торговой книги  Знакомство с производными финансовыми инструментами (опционы, модель Блэка-Шоулза, волатильность); можно на начальном уровне, важен интерес к области; Знание теории вероятностей, случайных процессов; Плюс: знание систем компаний Murex и CompatibL.  Чем мы отличаемся от других?  Наша основная функция – валидация, но это включает в том числе и разработку альтернативных алгоритмов, ты научишься не только разрабатывать модели, но и тестировать их и смотреть на них с позиции владельца бизнес-процесса; У нас много работы не только в моделировании и валидации, но и в исследовательской деятельности по количественной оценке модельного риска.  Условия  Ипотека выгоднее для каждого сотрудника и льготные условия кредитования; Бесплатная подписка СберПрайм+; Скидки на продукты компаний-партнеров; ДМС с первого дня и льготное страхование для близких; Корпоративная пенсионная программа; Обучение за счет Компании: онлайн курсы в Виртуальной школе Сбера и неограниченный доступ к библиотеке, обучение в Корпоративном университете, Тренинги, митапы и возможность получить новую квалификацию; Крупнейшее DS&AI community - более 600 DS банка, включая: регулярный обмен знаниями, опытом и лучшими практиками, интерактивные лекции и мастер-классы от ведущих ВУЗов и экспертов технологических компаний, дайджест о самых последних разработках в области DS&AI и отчеты с крупнейших конференций мира, регулярные внутренние митапы. "
Data Scientist NLP (Global markets),89509466,False,https://hh.ru/vacancy/89509466,2023-11-15T16:28:24+0300,Сбер для экспертов,СБЕР,Москва,Аналитик,Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Высокий уровень математического аппарата - математический анализ, линейная алгебра, теория вероятностей. Детальное понимание моделей машинного обучения и алгоритмов. Программирование на Python. ",Исследование данных с использованием state-of-the-art (SOTA) подходов. Разработка моделей машинного обучения в области NLP и NER. ,,,Открытая,"Кто мы? Команда, отвечающая за AI трансформацию бизнеса Департамента Глобальных Рынков Сбера. Что мы делаем? В нашей компетенции — создание, тестирования и вывод в промышленную среду моделей для ключевых направлений ДГР: FX Trading, Commodities, Equity, Founding, Fixed Income, Rates, Credit Valuation Adjustment, Structured Products. Мы помогаем внутренним клиентам увеличивать доходность, создаем информационную платформу, проводим анализ финансовых рынков, работаем с разными форматами данных, в том числе, занимаемся текстовой аналитикой. Обязанности  исследование данных с использованием state-of-the-art (SOTA) подходов; разработка моделей машинного обучения в области NLP и NER; развитие платформы по генеративным моделям и иным моделям-трансформерам интеграция API, сервисов, построение пайплайнов моделей.  Требования  высокий уровень математического аппарата - математический анализ, линейная алгебра, теория вероятностей детальное понимание моделей машинного обучения и алгоритмов программирование на Python опыт в разработке NLP моделей или компьютерной лингвистике будет плюсом образование: исключительно – МГУ (Эконом/Мехмат/Физфак/ВМК), МФТИ, РЭШ (MAE), ВШЭ (СовБак/ФЭН/ФКН), МИРЭА опыт: минимум 1-2 года в сфере finance, big data, fintech.  Условия  Формат работы: офис (ул.Вавилова,19) ДМС с первого дня Скидки на продукты банка и экосистемы Развитая IT архитектура Постоянное развитие: обучающие курсы от лучших университетов и компаний (МФТИ, ВШЭ, NVIDIA и другие), участие в международных конференциях Развитое DS community, регулярные митапы, дайджесты и конференции "
"Старший разработчик Java, Верхний поиск",82309088,False,https://hh.ru/vacancy/82309088,2023-11-13T18:44:09+0300,Ozon Информационные технологии,Ozon,Москва,"Программист, разработчик",Полная занятость,От 3 до 6 лет,,,,,,Полный день,Хорошее знание Java и опыт разработки от 2 лет. Знание классических алгоритмов и структур данных. Опыт использования реляционных СУБД и...,На бекенде пишем на Java. Gitlab ci/cd с множеством сред для разработки и тестирования. В своих микросервисах инферем ML...,,,Открытая,"Десятки миллионов пользователей ежедневно ищут товары на Ozon. Команда ""Верхнего поиска"" отвечает за построение поискового запроса в индекс для пользователей. Делаем продуктовую и ML разработку для проведения различных аб экспериментов с целью улучшения релевантности поисковой выдачи. Для этого у нас есть ряд микросервисов, в том числе Feature store для работы с ML фичами и моделями. Все это должно работать в реалтайме, поэтому важным и приоритетным для нас является поддержка и улучшение текущих метрик скорости и пропускной способности поиска. Сервисы должны выдерживать нагрузку с таргетом более 50к rps. Для обеспечения высокой доступности сервисы распределены на несколько дата центров. Подробнее можно ознакомиться в статьях: – ""Как мы делали свой поиск в Ozon: эволюция архитектуры от SQL до O2"" – ""Feature store: как мы совместили высокую производительность и безграничные потребности data scientist’ов"" Стек:  На бекенде пишем на Java. Gitlab ci/cd с множеством сред для разработки и тестирования. В своих микросервисах инферем ML модельки и достаем фичи из feature store. Используем Redis для горячего хранения данных и Postgresql для холодного, для OLAP используем Clickhouse. Данные храним в S3 & hdfs, ETL на Spark & Flink. Процессим данные через Kafka. Kubernetes для оркестрации. Логгирование и метрики идут через Prometheus, Graylog, OpenTracing (Jaeger). Стандартный джентельменский набор Jira, Confluence и Gitlab.  Вам предстоит:  Пилить новые фичи и оптимизировать сервисы поиска, чтобы быть быстрее, выше, сильнее. Оптимизировать узкие по производительности места. Взаимодействовать со смежными командами (ML, Infra, Продукты). Покрывать свой код юнит-тестами. Ревьюить своих тиммейтов. Писать документацию.  Мы ожидаем:  Хорошее знание Java и опыт разработки от 2 лет. Знание классических алгоритмов и структур данных. Опыт использования реляционных СУБД и/или NoSQL-хранилищ. Ответственность и аккуратность, умение тестировать собственный код и работать с чужим. Умение работать в команде. Работа в аналогичной должности в течение последнего года.  Будет плюсом:  Опыт разработки многопоточных приложений. Опыт разработки и профилирования высоконагруженных сервисов. Опыт разработки сервисов для ML(LTR). Знание C#.  Какая у нас команда и процессы:  Agile с артефактами (стендап, грумминг, планирование, ретро). QA интегрированы в команду и пишут автотесты, помогая улучшать качество. Ежедневно проводим стрельбы и нагрузочное. Infra - помогает с инфраструктурой сервисов.  Мы предлагаем:   Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce.   Свободу действий в принятии решений.   Достойный уровень заработной платы.   Профессиональную команду, которой мы гордимся.   Возможность развиваться вместе с нашим бизнесом.  "
Data Science Engineer,89058512,False,https://hh.ru/vacancy/89058512,2023-11-13T13:52:43+0300,"Компания «СПОРТМАСТЕР», Sportmaster Lab",Спортмастер,Москва,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,,,,,,Удаленная работа,Высшее техническое образование. Опыт работы в качестве Data / <highlighttext>ML</highlighttext> <highlighttext>Engineer</highlighttext> или аналитика-разработчика. Опыт в создании высоконагруженных сервисов. ,"Разрабатывать, оптимизировать и поддерживать пайплайны обработки данных и машинного обучения. Реализовывать высокопроизводительные процедуры расчета витрин признаков. Сопровождать data science специалистов...",,,Открытая,"В связи с расширением команды проекта ""Персонализация"", ищем middle/senior специалиста на позицию Data Science Engineer.Наш департамент проектирует и создает data сервисы, которые помогают оптимизировать взаимодействие с клиентом или внутренние процессы компании. Примеры проектов: рекомендательная система, NLU модуль диалоговой системы, прогнозирование продаж, поисковый движок и пр. Чем предстоит заниматься:  Разрабатывать, оптимизировать и поддерживать пайплайны обработки данных и машинного обучения; Реализовывать высокопроизводительные процедуры расчета витрин признаков; Сопровождать data science специалистов в продуктовых командах; Прорабатывать архитектуру разрабатываемых решений, предлагать идеи по оптимизации текущих процессов; Разрабатывать сервисы поверх ML моделей и алгоритмов для внедрения в prod.  Наш стек:  Для разработки: Python, Oracle PL/SQL, PostgreSQL, Spark, Spark Streaming, Impala/Hive, Kafka, Airflow, Flask/FastAPI, Redis; Для организации работы: Jira, Confluence, BitBucket.  Мы ждём от будущих коллег:  Высшее техническое образование; Опыт работы в качестве Data / ML Engineer или аналитика-разработчика; Опыт в создании высоконагруженных сервисов; Навыки написания сложных SQL запросов и их оптимизации; Опыт разработки и автоматизации пайплайнов обработки данных; Уверенное владение Python (структуры данных, пакеты для обработки данных); Способность работать самостоятельно, доводить начатое до конца. "
ML Engineer (RecSys),88842391,False,https://hh.ru/vacancy/88842391,2023-10-30T16:35:15+0300,,Rutube,Москва,Дата-сайентист,Полная занятость,От 1 года до 3 лет,,,,,,Гибкий график,"Опыт работы от двух лет. Знание классического ML, DL. Опыт работы с Python, PyTorch, Pandas, Numpy. Навыки работы с большими...","Разработка, улучшение и внедрение алгоритмов рекомендательной системы для платформы коротких видео. Анализ поведения пользователей и оптимизация алгоритмов рекомендаций. ",,,Открытая,"Yappy - молодая компания, которая стремится стать лидером на рынке платформ коротких видео. Мы активно растем и ищем специалистов, которые способны сделать команду еще сильнее. Наши задачи связаны с RecSys, CV, NLP, звуком и антифродом. На данный момент мы находимся в поиске Middle/Senior DS/MLE в команду рекомендательной системы. У тебя будет возможность активно участвовать в разработке и внедрении ML-решений, быстро реализовывать свои идеи и видеть результат. Чем предстоит заниматься:  Разработка, улучшение и внедрение алгоритмов рекомендательной системы для платформы коротких видео; Анализ поведения пользователей и оптимизация алгоритмов рекомендаций; Мониторинг и оценка эффективности рекомендательной системы; Взаимодействие с командой разработки и другими отделами компании; Исследование новых технологий и методов в области рекомендательных систем.  Что мы от тебя ожидаем:  Опыт работы от двух лет; Знание классического ML, DL; Опыт работы с Python, PyTorch, Pandas, Numpy; Навыки работы с большими объемами данных; Опыт разработки ML решений полного цикла.  Будет плюсом:  Опыт работы с Go, PySpark; Опыт работы с высоконагруженными системами; Опыт работы с векторными БД, Feature Store; Умение строить и проверять статистические гипотезы, проводить AB-тесты; Опыт оптимизации / ускорения моделей для инференса / обучения.  Наш стэк:\  numpy, pandas, CatBoost; PyTorch; SQL, PySpark; docker, k8s, fast api; airflow, mlflow, JupyterLab.  Мы предлагаем:  Удаленная работа с возможностью выхода в офис по желанию; Совместная работа с опытными разработчиками, аналитиками, менеджерами, маркетологами; Гибкий график работы; ДМС (включая стоматологию) после испытательного срока; Уютный офис в 3 минутах от станции метро Сокол. "
Data Scientist (LLM),89050119,False,https://hh.ru/vacancy/89050119,2023-11-13T18:20:53+0300,,Эвотор,Москва,Дата-сайентист,Полная занятость,От 1 года до 3 лет,,,,,,Удаленная работа,"Увлеченного ботами человека с коммерческим опытом разработки от 1+ года. Понимание теории ML и глубокого обучения, мат. ","Участие в создании AI помощника на основе обучения/файнтюнинга (SFT LoRA, RLHF) современных генеративных сеток (LLAMA2, Mistral, ChatGpt). ",,,Открытая,"Эвотор — лидер технологической трансформации малого и среднего бизнеса в России.Мы создали онлайн-кассу, которую использует каждый четвертый предприниматель страны. В маркетплейсе Эвотора уже более 850 сервисов для автоматизации бизнесаМы в поиске Data Scientist NLP, который будет участвовать в создании и развитии диалогового ассистента первой линии поддержки. Что вам предстоит:  Участие в создании AI помощника на основе обучения/файнтюнинга (SFT LoRA, RLHF) современных генеративных сеток (LLAMA2, Mistral, ChatGpt) Разработка векторизованных баз знаний с использованием LangChain, ChromaDB Работать как с классическими ML моделями, так и с передовыми SoTA архитектурами Анализировать существующие диалоги, искать недочёты, выявлять частотность и степень их влияния на успешность взаимодействия Придумывать новые схемы успешного клиентского опыта в общении с ботом Изучать специфику работы компании и службы поддержки для совершенствования сценариев  Кого ищем:   Увлеченного ботами человека с коммерческим опытом разработки от 1+ года   Понимание теории ML и глубокого обучения, мат. статистики и теор. вера.   Опыт работы в NLP (понимание структур генеративных моделей будет большим плюсом)   Знание Python   Знание английского языка, достаточного для чтения документации   Аналитический склад ума. Умение предугадывать ветки диалога бота с пользователем   Опыт работы с RestAPI приветствуется   Стек: Python, ML-стек, Pytorch (или другие библиотеки DL)   Что предлагаем:  Аккредитованная IT-компания Удаленная работа или современный офис м. Парк Культуры Ноутбук Расширенный пакет ДМС по России (после исп. срока) Более 30 скидок для сотрудников у партнеров на услуги и товары 3 day off "
Project Manager LLM / GigaChat,88875294,False,https://hh.ru/vacancy/88875294,2023-10-31T11:57:17+0300,Сбер для экспертов,СБЕР,Москва,Аналитик,Полная занятость,От 3 до 6 лет,,,,,,Полный день,5. Взаимодействовать с командами Big Data в банке в части обмена опытом. Требования. 1. Опыт управления проектами разработки ПО в...,"Команда разработки AI-суфлера для оператора контактного центра работает над созданием CoPilot (AI-помощника), который поможет ускорить процесс обслуживания розничных...",,,Открытая,"Команда разработки AI-суфлера для оператора контактного центра работает над созданием CoPilot (AI-помощника), который поможет ускорить процесс обслуживания розничных клиентов в контактном центре банка, когда они звонят или пишут в службу поддержки. Наш продукт CoPilot уже помогает оператору колл-центра быстро, легко и максимально качественно решать вопросы клиентов. Мы ищем Project Manager c базовыми навыками Python или SQL или не боящегося научиться писать немного кода для работы с данными в проектной команде с Data Analyst и Data Scientists, для проверки гипотез эффективности использования различных LLM, таких как генеративная модель GigaChat (аналог ChatGPT). Обязанности 1. Взаимодействовать с командой Data People, систематизировать их исследования, управлять производительностью, объёмами работ 2. Проводить исследования, проверять гипотезы проекта с использованием LLM в задачах речевой аналитики 3. Контролировать roadmap и pipeline исследований и пилотов, готовить отчеты 4. Налаживать коммуникации между проектными и продуктовыми командами 5. Взаимодействовать с командами Big Data в банке в части обмена опытом Требования 1. Опыт управления проектами разработки ПО в области ИТ, ретейла, телекома, банкинга 2. Высокие софт-навыки 3. Владение инструментами проектного управления: Microsoft Project, Jira, Confluence 4. Знание стандартов гибкой методологии Agile: Scrum, Kanban, другие 5. Опыт работы с корпоративной коммуникацией 6. Навыки презентации и визуализации 7. Базовое знание Python Будет плюсом: 1. Опыт работы с контактными центрами и автоматизацией обслуживания обращений 2. Опыт участия в международных исследовательских проектах 3. Опыт работы в банке, финансовом учреждении 8. Базовые знания SQL и совместной разработки: Git, BitBucket 4. Разбираетесь в основах ML, понимаете принципы работы голосовых и текстовых ассистентов Условия  БК Президент Плаза, Кутузовский 32к1, метро/МЦК Кутузовская Профессиональное обучение, семинары, тренинги, конференции ДМС, фитнес в офисе, программы лояльности для сотрудников         "
"Аналитик в команду ""Отток и удержание""",88956414,False,https://hh.ru/vacancy/88956414,2023-11-01T16:58:39+0300,"ПАО ВТБ, Розничный бизнес",Банк ВТБ (ПАО),Москва,Аналитик,Полная занятость,От 1 года до 3 лет,,,,,,Полный день,Опыт работы в аналитике от 1 года (аналитика оттока будет преимуществом). Знание SQL: написание и оптимизация сложных запросов. ,"Создавать новую или сопровождать отчетность, разрабатывать дашборды и другие инструментарии для отображения метрик. Взаимодействовать с <highlighttext>data</highlighttext> <highlighttext>scientist</highlighttext> в рамках задач...",,,Открытая,"Обязанности:  искать точки роста в оттоке клиентов на основе анализа данных; проверять гипотезы и конфигурировать A/B-тесты совместно с продактами; анализировать эффективность: оценка кампаний, подведение итогов пилотов; создавать новую или сопровождать отчетность, разрабатывать дашборды и другие инструментарии для отображения метрик; взаимодействовать с data scientist в рамках задач по анализу данных и моделированию.  Требования:  опыт работы в аналитике от 1 года (аналитика оттока будет преимуществом); знание SQL: написание и оптимизация сложных запросов; уверенный пользователь MS Office (Excel, PowerPoint); опыт анализа больших массивов данных, навыки визуализации, умение видеть за цифрами бизнес-смысл и способность сформулировать выводы, опыт проведения АB-тестов, проактивность; высшее образование физико-математическое/техническое/финансовое/экономическое. "
