name,id,premium,alternate_url,created_at,department.name,employer.name,area.name,professional_roles.name,employment.name,experience.name,salary,salary.from,salary.to,salary.currency,salary.gross,schedule.name,snippet.requirement,snippet.responsibility,working_time_modes.name,working_time_intervals.name,type.name,description.vacancy
IOS разработчик,88998519,False,https://hh.ru/vacancy/88998519,2023-11-02T13:34:01+0300,,Wanted,Ростов-на-Дону,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Знание языка Swift не ниже среднего уровня, опыт работы с Objective-C будет плюсом, несомненно. Понимание и следование принципам ООП...",Разработка сложных программных продуктов. Поддержка и модернизация существующих решений. Участие в процессе планирования и достижении целей. Участие во всём процессе...,,,Открытая,"Мы специализируюемся на разработке мобильных приложений под платформы iOS, Android и веб приложений.Мы разрабатываем проекты для банковского сектора, бизнес-приложения, iGIS приложения, карты и навигаторы, социальные сети. О проекте: большое и нагруженное фичами мобильное приложение крупного и известного букмекера, а также кросплатформенный финтех. Любителям логики будет где развернуться. У нас есть офисы в Ростове-на-Дону и Томске. Если ты готов к релокации, то откликайся, чтобы обсудить подробнее. Что мы предлагаем нашему будущему коллеге:  Трудоустройство по ТК РФ. Предоставим удобное и комфортное рабочее место с современным оборудованием; ДМС, фитнес; Современный БЦ с панорамными окнами и большим открытым балконом с видом на центр города; Для расслабления и разрядки есть и теннисный стол для жарких зарубов, и чилаут-зона для чтения профессиональной литературы; Предоставляем выгодную рассрочку на приобретение новых девайсов для личного пользования.  Что мы ожидаем:   Знание языка Swift не ниже среднего уровня, опыт работы с Objective-C будет плюсом, несомненно   Понимание и следование принципам ООП, опыт применения паттернов проектирования   Знание тонкостей работы с памятью, жизненным циклом объектов, контроллеров   Опыт разработки отзывчивых мобильных приложений в условиях медленного интернета и частых запросов к сети (PKHUD не предлагать), быстро обновляющегося реактивного UI   Опыт работы со следующими фреймворками - NSOperationQueue, GCD, NotificationCenter, Realm, Alamofire, URLSession, и кроме того опыт верстки автолэйаутом из кода, ручного позиционирования фреймов без автолэйаута,   Понимание анатомии HTTP-запросов   Чем предстоит заниматься:   Разработка сложных программных продуктов;   Поддержка и модернизация существующих решений;   Участие в процессе планирования и достижении целей;   Участие во всём процессе разработки - от проектирования до запуска.   Если в этом описании Вы увидели себя, смелее направляйте резюме!"
Старший менеджер проектов (удаленно),88885959,False,https://hh.ru/vacancy/88885959,2023-10-31T14:20:47+0300,,Студия Графен,Ульяновск,Руководитель проектов,Полная занятость,От 3 до 6 лет,,,,,,Полный день,Высшее образование (менеджмент/ IT будет плюсом). Опыт ведения проектов сфере IT от 3-х лет. Опыт ведения переговоров b2...,Настройка и внедрение Bitrix24. Разработка мобильных приложений (создаем <highlighttext>iOS</highlighttext> и Android приложения с продуманным customer journey и глубоким бэкендом). ,,,Открытая,"Graphene - digital production, часть международного ИТ-холдинга Litota. Уже более 10 лет мы разрабатываем корпоративные сайты и экосистемы, сервисы, интернет-магазины (E-com), маркетплейсы, мобильные приложения и EdTech решения для среднего и крупного бизнеса. Оказываем техническую поддержку. Наш офис находится в Ульяновске, но при этом мы успешно выполняем проекты по всей России, США, Канаде, Великобритании, Кипру и Дубаю. Graphene это 78 человек, которые разработали более 300 успешных проектов. Крупные интеграторы (Ланит), крупные производства России (Эстет Двери, Nord Tex, Автофургон, Thomas Munz, Vileda), букмекерские конторы (Fonbet), банки и страхование, крупные строительные организации, стартапы, в том числе с использованием ИИ (Express, LevelTravel, ЯХочу, iProWays, YouHold, КометаМед, GreenMoney, InvoiceBox, DevExperts), а также мы помогаем брендам выходить на Российский рынок (Natural Power).Услуги Graphene:   Создание корпоративных сайтов и эко-систем;   Разработка интернет-магазинов и маркетплейсов;   Разработка сервисов и стартапов;   Настройка и внедрение Bitrix24;   Разработка мобильных приложений (создаем iOS и Android приложения с продуманным customer journey и глубоким бэкендом);   Техническая поддержка и сопровождение сайтов;   Разработка и сопровождение EdTech-продуктов.   Наши достижения в рейтингах:   7 место - аутстаффинг по версии рейтинга рунета за 2023;   29 место - агентств по программированию и настройке сайтов по версии рейтинга рунета за 2023;   68 место - агентств по проектированию сайтов и веб-сервисов по версии рейтинга рунета за 2023;   131 место - 200 лучших веб-студий России по версии рейтинга рунета за 2023.   Мы подбираем талантливых разработчиков, дизайнеров, тестировщиков, аналитиков, тим-лидов и других специалистов, чтобы вместе разрабатывать дизайн и digital продукты для наших клиентов. Нам в команду нужен Старший менеджер проектов. МЫ ПОРУЧИМ:   Управление коммуникациями и обеспечение для заказчика 100% прозрачности процесса: консультирование, составление презентаций и отчётов;   Управление инфраструктурой проектов: документацией, площадками для работы и коммуникаций, статусами, вики, таск-трекером, доступами;   Взаимодействие с командой разработки;   Формирование план-графиков, ресурсных планов;   Ответственность за выполнение целей проекта;   Управление группой проектных менеджеров.   ДЛЯ ВЫПОЛНЕНИЯ ЗАДАЧ НЕОБХОДИМЫ:   Высшее образование (менеджмент/ IT будет плюсом);   Опыт ведения проектов сфере IT от 3-х лет;   Опыт ведения переговоров b2b;   Владение технологической базой, знаниями технических аспектов разработки ПО;   Способность работать в режиме многозадачности и жёстких сроков;   Владение методами управления проектами;   Повышенный уровень ответственности и внимательности;   Лидерские качества, ответственность, самостоятельность и нацеленность на результат.   БУДЕТ ПЛЮСОМ:   Английский язык на уровне Intermediate.   МЫ ПРЕДЛАГАЕМ:   Оформление по ТК РФ;   Полностью белая зарплата;   Гибкое начало рабочего дня (с 8 до 10 по мск);   Гибридный график (офис+удаленная работа в г. Ульяновск);   Комфортный просторный офис в центре г. Ульяновск;   100% удаленка для сотрудников других городов;   Профессиональное развитие. Мы стремительно растем, и у каждого сотрудника есть возможность развития до руководящих должностей;   Отличная команда, готовая помочь, подсказать, поддержать. Даже обучить, если чего-то не знаете. К ошибкам мы относимся спокойно и с пониманием;   Разноплановые проекты;   Душевная семейная компания, где руководители развивают амбициозных, увлеченных специалистов.  "
Delivery manager/Руководитель ит-проектов по направлению Платежи и переводы,87790219,False,https://hh.ru/vacancy/87790219,2023-11-03T20:28:42+0300, Альфа-Банк,Альфа-Банк,Москва,Руководитель проектов,Полная занятость,От 3 до 6 лет,,,,,,Полный день,Опыт работы с предметной областью Платежи и Переводы. Техническое образование. Технический бэкграунд в качестве <highlighttext>разработчика</highlighttext>/системного аналитика/тестировщика.,"Выстраивать коммуникацию с бизнес-заказчиками, командами разработки и подрядчиками. Руководить несколькими ИТ-проектами (полный цикл управления проектом: планирование, сроки, содержание...",,,Открытая,"Альфа-банк в поисках Delivery managerа в Дирекцию автоматизации расчетных розничных продуктов (стрим Платежи и переводы) По стеку JAVA, Ios, Android, Kotlin Чем предстоит заниматься  Выстраивать коммуникацию с бизнес-заказчиками, командами разработки и подрядчиками Руководить несколькими ИТ-проектами (полный цикл управления проектом: планирование, сроки, содержание, бюджет, качество, ресурсы, риски, сдача) Участвовать в разработке ИТ-стратегии Контролировать сроки, этапы разработки Осуществлять цикл delivery Выстраивать рабочие процессы внутри команд и управлять ими (2-4 команды)  Что мы ждем от вас  Опыт руководства интеграционными проектами в качестве менеджера проекта, общий опыт руководства проектами от 3 лет Управленческий опыт в крупных компаниях (банковский опыт желателен) Понимание ключевых бизнес-процессов, знание основных этапов жизненного цикла проекта и жизненного цикла ПО Опыт работы с предметной областью Платежи и Переводы Техническое образование Технический бэкграунд в качестве разработчика/системного аналитика/тестировщика  Что мы предлагаем взамен  Стабильный и прозрачный доход: размер заработной платы обсуждается по итогам собеседования + квартальная премия по результатам KPI Гибкий график работы: вы сможете планировать время так, как удобно вам и вашей команде Полную удалёнку или гибрид на выбор, а также уютный ИТ-хаб в Москве, Санкт-Петербурге, Екатеринбурге и сезонный коворкинг в Сочи Сложные и интересные задачи, современный стек технологий Заботу о вашем здоровье: программа ДМС с первых дней работы, куда входит стоматология, обслуживание в лучших клиниках города, страхование и компенсация 10-ти дней больничного Возможность вертикального и горизонтального карьерного роста: регулярно проходят тренинги, вебинары, митапы и демо-дни Оплату посещения профильных конференций и курсов, помогаем с подготовкой к публичным выступлениям и написанием статей на Хабр Доступ к бесплатным корпоративным библиотекам Alpina Digital, МИФ и бизнес-изданий Предложения от Банка только для сотрудников: собственные спортзалы (Москва, Санкт-Петербург, Екатеринбург), а также скидки на услуги туристических агентств, продукты питания, в рестораны, бары, магазины "
Руководитель проекта / Менеджер проекта,88646504,False,https://hh.ru/vacancy/88646504,2023-10-25T15:52:22+0300,,UrbanMedic,Самара,Руководитель проектов,Полная занятость,От 3 до 6 лет,,,,,,Полный день,"Умение работать в команде и эффективно коммуницировать с <highlighttext>разработчиками</highlighttext> и другими участниками проекта. Педантичность, ответственность и энергичный подход к работе.","Постановка, координация и контроль задач команды разработки (бизнес-аналитик, web-дизайнер, <highlighttext>ios</highlighttext>-<highlighttext>разработчик</highlighttext>, android- <highlighttext>разработчик</highlighttext>, web-<highlighttext>разработчики</highlighttext>). Приоритезация задач и...",,,Открытая,"UrbanMedic – это медицинский сервис, позволяющий повышать эффективность лечения и экономить время пациентов, а также получать дополнительный доход клиникам и медицинским учреждениям. Пациенты сервиса могут:  Пройти онлайн-консультацию Записаться к врачу на очный приём Пройти курс заданий по назначенному лечению от врача Вести дневник симптомов Отслеживать состояние здоровья на удобных графиках Просмотреть уроки по лечебной физкультуре Хранить все медицинские документы в одном приложении Найти необходимую клинику и врача    UrbanMedic реализован в мобильной и десктопной версии, одновременно доступен как для пациента, так и для клиники/лечащего врача. В связи с развитием проекта требуется сотрудник на вакансию: «Руководитель проекта / Менеджер проекта».   Обязанности:  Организация работы отдела разработки; Постановка, координация и контроль задач команды разработки (бизнес-аналитик, web-дизайнер, ios-разработчик, android- разработчик, web-разработчики); Приоритезация задач и формирование плана разработки; Контроль цикла разработки и выведения нового функционала сервиса; Приём, тестирование и вывод новых функций сервиса; Формирование и согласование ТЗ на доработку сервиса; Аналитика функционала и корректировка бизнес-процессов работы сервиса; Администрирование и развитие проекта в Jira, Confluence; Введение стандартов и регламентов работы; Обеспечение бесперебойной работы сервиса и технической поддержки пользователей.    Ожидания от кандидата:  Опыт работы в сфере ИТ от 3-х лет; Опыт работы руководителем или менеджером проекта от 1-го года; Умение управлять командой разработчиков, распределять задачи и контролировать их выполнение; Понимание принципов и методологий разработки; Опыт работы и администрирования Jira, Confluence; Опыт работы с системами управления версиями (Gitlab, Github и аналогов) Опыт написания технических заданий, составление блок-схем, mind-карт; Умение анализировать и оптимизировать процессы разработки; Умение работать в команде и эффективно коммуницировать с разработчиками и другими участниками проекта. Педантичность, ответственность и энергичный подход к работе.    Условия:  Конкурентоспособная заработная плата (обсуждается по результатам собеседования). Работа в аккредитованной ИТ компании с интересным проектом в области медицины; Современный и комфортный офис в одном из лучших бизнес-центров г. Самара (Бизнес-крепость ""Башня""); Оформление по ТК РФ и белая ЗП График 5/2 с 9.00 до 18.00; Карьерный рост при наличии и обретении в процессе работы необходимых компетенций. "
Flutter / Kotlin разработчик,89065254,False,https://hh.ru/vacancy/89065254,2023-11-03T19:00:25+0300,,Фабрика Кода,Москва,"Программист, разработчик",Полная занятость,От 3 до 6 лет,,120000.0,180000.0,RUR,False,Полный день,Опыт создания Unit тестов. Знание Android SDK и <highlighttext>iOS</highlighttext> SDK. Знание английского языка. Знание bloc/cubit. Знание hive. ,"ReactJS - клиентские части текущих проектов. Swift, Java – Нативные приложения <highlighttext>iOS</highlighttext> / Android. Мониторинг: Prometheus, Grafana. Развитие и поддержка проектов как клиентов...",,,Открытая,"Команда разработчиков в поисках опытного целеустремленного Flutter разработчика, который любит решать нестандартные и интересные задачи. Мы стабильная и одновременно быстро развивающаяся команда, которая постоянно расширяет круг своих партнеров и заказчиков. Создаем непростые продукты для бизнеса и корпоративного сектора в B2B / B2C сегментах, поэтому всегда заботимся, чтобы «наши люди» прокачивали как Hard skills, так и Soft. Если тебе интересны новые технологии, интересные и сложные задачи, результаты, которыми можно будет гордиться, любишь преодолевать свои возможности через мозговой штурм, то почувствуешь себя в кругу родственных душ и будем для тебя второй семьей. Что мы используем: • Golang, PHP (Laravel) - бэкенд • Flutter – кроссплатформенная разработка мобильных приложений • ReactJS - клиентские части текущих проектов • Swift, Java – Нативные приложения iOS / Android • MongoDB, Clickhouse, PostgreSQL, ElasticSearch • очереди / кэш: RabbitMQ, Redis • CI/CD: Docker, Bitbucket, TeamCity • мониторинг: Prometheus, Grafana • технологии: Websocket, gRPC, HTTP API • подходы: ООП, SOLID Чем предстоит заниматься:​​​​​ • развитие и поддержка проектов как клиентов компании, так и собственных • обсуждение, декомпозиция и оценка бизнес-задач • проработка технической реализации совместно с backend-разработчиками • участвовать в Code Review • готовить приложения к релизу AppStore, GooglePlay Итак, что требуется от тебя: • опыт коммерческой frontend разработки от 3-х лет • опыт разработки с Flutter от 1-го года • опыт оптимизации загрузки и производительности мобильных-приложений • уверенное владение Git • умение работать готовым дизайном Figma • умение тестировать свой код и задачи для минимизации количества багов Будет плюсом: • понимание принципов UI/UX • знание шаблона проектирования MVVM • опыт создания Unit тестов • знание Android SDK и iOS SDK • знание английского языка • знание bloc/cubit • знание hive • опыт работы с firebase • знание Kotlin (Android) Если присоединишься к нам, тебя ждут: • достойный уровень ЗП по итогам собеседования • удаленная работа с гибким началом • возможность влиять на процессы и инициировать их: мы всегда открыты к диалогу и приветствуем такой подход • у нас нет типовых проектов, тебя всегда будут ждать новые горизонты, которые нужно будет осваивать • мы поощряем обучение и саморазвитие, рассмотрим возможности повышения твоей квалификации • сильная команда увлеченных профессионалов"
IOS разработчик,88636813,False,https://hh.ru/vacancy/88636813,2023-10-25T13:27:21+0300,Витрина ТВ,Медиа Бизнес Солюшенс,Москва,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Опыт разработки под <highlighttext>IOS</highlighttext> от 3 лет. Самостоятельность. Коммуникабельность. Умение быстро переключаться между задачами. Будет плюсом, необязательные требования, навыки, которым...",...и видеорекламы для <highlighttext>IOS</highlighttext>. Разработка и поддержка собственных приложений Витрина ТВ для <highlighttext>IOS</highlighttext> и TVOS. Консультация <highlighttext>разработчиков</highlighttext> приложений по вопросам...,,,Открытая,"Компания «Витрина ТВ» была создана крупнейшими медиахолдингами России — Национальной Медиа Группой, ВГТРК, Первым каналом и Газпром Медиа — для объединения ресурсов и создания единой технологии трансляции телеканалов в интернете. Нашими задачами являются:  показ прямого эфира телеканалов на сайтах, в мобильных приложениях и приложениях Smart TV показ рекламы учет статистики смотрениязащита от нелегального просмотра  Мы запустили платформу в продакшн в апреле 2018 года, сейчас плееры «Витрина ТВ» размещены как на собственных сайтах и в приложениях каналов, так и на других площадках, которые показывают прямой эфир телеканалов, таких, как more.tv, ivi, megogo и пр. Проект находится в стадии активного развития и роста — идет как наращивание функционала, так и подключение новых каналов и площадок. Проект гибкий, мы быстро адаптируемся под новые требования. При планировании задач для разработки мы ориентируемся на требования каналов. С марта 2022 года ""Витрина ТВ"" выбрана РКН уполномоченной организацией по трансляции 20 федеральных каналов в интернете (первые 2 мультиплекса). В рамках проекта ведется разработка нескольких продуктов:  трансляционной платформы плеера для размещения на веб-сайтах SDK для IOS и Android SDK для Smart TV системы сбора статистики смотрения системы управления вещанием собственных приложений  В команде есть разработчики, руководитель проектов, тестировщики, системные администраторы. Для работы над SDK требуется опытный IOS разработчик в офис. Приветствуется опыт в области работы с видео и видеорекламой. Что мы готовы предложить:  Сложные и ответственные задачи, профессиональный рост и уникальный опыт создания продуктов в масштабе аудитории федеральных телеканалов Оформление в штат компании Достойный уровень заработной платы, обсуждается индивидуально на собеседовании ДМС после прохождения испытательного срока Гибкий график по согласованию, возможна удаленная работа на территории РФ Современный и удобный офис в пешей доступности от м. Тульская  Примеры задач:  Создать метод, с помощью которого можно получить текущую, на данный момент, передачу, если для телеканала имеется программа передач. Отправка трекинга при наступлении события окончания рекламного ролика Разработка таймера старта потока Разработка защиты SDK от встраивания в неразрешенные приложения  Обязанности:  Разработка, развитие и поддержка SDK плеера прямого эфира и видеорекламы для IOS Разработка и поддержка собственных приложений Витрина ТВ для IOS и TVOS Консультация разработчиков приложений по вопросам внедрения и использования SDK  Требования:  Опыт разработки под IOS от 3 лет Самостоятельность Коммуникабельность Умение быстро переключаться между задачами Будет плюсом, необязательные требования, навыки, которым мы готовы помочь обучиться:  опыт работы с потоковым видео в форматах HLS и MPEG-DASH, в том числе с DRM опыт работы с VAST опыт разработки под TVOS - как плюс    Что мы используем в работе: AvPlayer, Promisekit, работа с рекламными спецификациями (VAST, VAPID и т. д), знания cocapods, spm, понимание работы с многопоточностью.        "
Mobile разработчик,88954512,False,https://hh.ru/vacancy/88954512,2023-11-01T16:26:31+0300,,Smart World (Умный мир),Томск,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,,,,,,Полный день,Опыт работы с React Native / Flutter. Опыт работы с Redux. Опыт работы с GitLab. Опыт работы с TypeScript. ,Разработкой мобильного приложения под <highlighttext>IOS</highlighttext> и Android. Поддержкой проекта и внедрением новых фич. Прокачкой своих профессиональных скилов. Проведение оптимизации требующих...,,,Открытая,"Привет! Мы – томская IT-компания SMART WORLD. Занимаемся разработкой программных продуктов с 2012 года. Мы автоматизируем процессы, разрабатываем цифровые платформы, пишем код – делаем все для того, чтобы организовать деятельность человека по уму. Мы ищем в свой дружный коллектив Mobile разработчика на интересные, международные и российские проекты. Мы приглашаем в свой уютный офис в г. Томске. Обращаем внимание, что это работа в офисе, а не на удаленке! Мы ждем проактивный подход и высокую личную ответственность, взамен предлагаем минимум формализма и максимум возможностей для реализации полезных внедрений Чем предстоит заниматься:   Разработкой мобильного приложения под IOS и Android   Поддержкой проекта и внедрением новых фич   Прокачкой своих профессиональных скилов   Проведение оптимизации требующих этого разделов   Участие в проектирование архитектуры   Что мы ждём:   Опыт работы с React Native / Flutter;   Опыт работы с Redux;   Опыт работы с GitLab;   Опыт работы с TypeScript;   Понимание ООП/Solid;   Понимание работы Rest API и HTTP;   Понимание процесса разработки программных продуктов;   Будет плюсом:   Опыт работы с React   Проектирование архитектуры модулей;   Написание мостов Java/RN | Swift/RN;   Написание компонентов высшего порядка;   Знание Java/Kotlin, Swift;   Опыт написания тестов (Jest, Mocha);   Опыт работы с выпуском бета версий TestFlight/etc;   Готовы предложить:  Официальное трудоустройство; Гибкий график начала рабочего дня (с 8 до 10); Современный офис со всеми удобствами; Карьерный, профессиональный и зарплатный рост; Корпоративное обучение, литература для работы; Библиотека, электросамокаты, чемпионаты по CS:GO  Наш список плюшек постепенно пополняется. Если твой опыт намного шире ожиданий, обязательно откликнись, мы будем рады рассмотреть именно тебя к нам."
Flutter developer,88363973,False,https://hh.ru/vacancy/88363973,2023-10-18T18:16:49+0300,,WILDBERRIES,Москва,"Программист, разработчик",Полная занятость,От 3 до 6 лет,,,,,,Полный день,"Пожелания по опыту: Опыт разработки приложений на Flutter для Android и <highlighttext>iOS</highlighttext>. Хорошее знание Dart. Знание библиотек Dio, BLoC. ",В связи с активным ростом команды находимся в поиске Flutter <highlighttext>разработчика</highlighttext> уровня middle и выше в отдел разработки систем управления...,,,Открытая,"Мы - Wildberries, крупнейший маркетплейс России. Wildberries - это 30 млн пользователей ежедневно и технологические задачи, у которых нет аналогов. Наша компания стабильно развивается и работает в усиленном режиме: использует современный стек и новейшие технологии, разрабатывает множество новых hi-tech продуктов. В связи с активным ростом команды находимся в поиске Flutter разработчика уровня middle и выше в отдел разработки систем управления складским комплексом.Задачи: Разработка модуля клиентского приложения flutter для сотрудников компании на складе по различным направлениям, доработка текущего приложения и разработка с нуля. Пожелания по опыту:  Опыт разработки приложений на Flutter для Android и iOS; Хорошее знание Dart; Знание библиотек Dio, BLoC; Умение собирать приложения под несколько платформ; Понимание принципов взаимодействия с нативными функциями мобильных платформ; Знание и опыт применения паттернов проектирования; Умение работать с системой контроля версий Git.  Будет плюсом:  Знание других языков программирования (Kotlin, Swift); Умение подключать внешние устройства, такие как Bluetooth сканеры; Инициативность, умение представлять свои идеи.  Мы предлагаем:  Гибкое начало рабочего дня; Сложные и интересные проекты (также участие и с нуля) 100% удаленный формат работы (из любой точки мира) или вы можете выбрать гибридный график (по желанию); Оформление по ТК РФ в IT компанию с первого дня (также предоставляем другие виды оформления - ИП, ГПХ); Современный стек, нет бюрократии и тайм-трекеров; И другие «плюшки»: ДМС, партнерские программы по обучению и фитнесу, корпоративное питание для сотрудников в офисе. "
IOS разработчик,88650654,False,https://hh.ru/vacancy/88650654,2023-10-25T17:02:17+0300,,Московский метрополитен,Москва,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,,,,,,Полный день,"Уверенное знание Swift. Опыт работы с git. Знание <highlighttext>iOS</highlighttext> SDK, опыт работы с основными <highlighttext>iOS</highlighttext> фреймворками, знание HIG. ",Разработка приложения Метро Москвы для <highlighttext>iOS</highlighttext> на Swift в команде опытных <highlighttext>разработчиков</highlighttext>. Участие в принятии технических решений и планировании процесса...,,,Открытая,"ОБЯЗАННОСТИ  Разработка приложения Метро Москвы для iOS на Swift в команде опытных разработчиков Участие в принятии технических решений и планировании процесса разработки Поддержка существующей кодовой базы и внедрение в приложение новый функционал  ТРЕБОВАНИЯ  Умение работать в команде Уверенное знание Swift Опыт работы с git Знание iOS SDK, опыт работы с основными iOS фреймворками, знание HIG Знакомство с архитектурами Clean, MVVM, MVC Понимание многопоточности Представление о том, что такое ui и unit-тесты и зачем они нужны Любовь к рефакторингу и улучшению существующего функционала  БУДЕТ ПЛЮСОМ   Опыт разработки чего-то большого на SwiftUI Можешь похвастаться своими красивыми проектами в AppStore Умеешь работать с Яндекс Картами Умеешь прикрутить классные анимации и доказать их необходимость Знаешь что такое многомодульность и сможешь создать свой модуль  ГРАФИК РАБОТЫ  5/2  ПРЕИМУЩЕСТВА РАБОТЫ В МЕТРО  Трудоустройство и работа в соответствии с ТК РФ Работа в молодом и дружном коллективе Профессиональное развитие и карьерный рост Бесплатный проезд в столичном метро Бесплатный проезд по железным дорогам в пригородном сообщении от места жительства до места работы и обратно в пределах Московской области Премирование по итогам работы за полный календарный год Надбавка за стаж Возможность получить профессиональное образование за счет метрополитена Льготы на отдых в оздоровительном комплексе метрополитена Детский оздоровительный лагерь и детский клуб "
Разработчик мобильных приложений,89071571,False,https://hh.ru/vacancy/89071571,2023-11-04T12:14:55+0300,,CryptoEmergency,Новороссийск,"Программист, разработчик",Полная занятость,От 1 года до 3 лет,,30000.0,,RUR,False,Полный день,Опыт в разработке мобильных программ и наличие собственных рабочих приложений. ️ опыт от 12 месяцев. Будет плюсом: Опыт работы на фрилансе...,В данный момент ведется разработка нескольких проектов.,,,Открытая,"Работа исключительно в офисе !!!В данный момент ведется разработка нескольких проектов.Требуется разработчик приложений iOS и Android. Требования к вакансии:☑️ Опыт в разработке мобильных программ и наличие собственных рабочих приложений. ☑️ опыт от 12 месяцев Будет плюсом: опыт работы на фрилансе или в компании. Что мы предлагаем:☑️ Ежемесячная выплата от 30 000р. ☑️ Работа в новом, удобном для работы в офисе в центре города, с дружелюбной командой. ☑️ Получение огромного опыта. Помогаем с изучением нового материала и инструментов. Оплачиваемые курсы, помощь с оборудованием. Мы поможем Вам стать отличным разработчиком и мастером своего дела. ☑️ Проверенная команда с опытом. ☑️ Полная прозрачность. Все взаимодействия с командой, оценка работ, выполнение задач. ☑️ Рабочая неделя 5/2 c началом рабочего дня ( 10:00 - 18:00 Мск) Мы находимся в Новороссийске, если необходимо, можем организовать встречу в офисе."
