name;id;premium;alternate_url;created_at;department.name;employer.name;area.name;professional_roles.name;employment.name;experience.name;salary;salary.from;salary.to;salary.currency;salary.gross;schedule.name;snippet.requirement;snippet.responsibility;working_time_intervals.name;type.name;description.vacancy
Middle System Analyst (Sber ID);90605132;ЛОЖЬ;https://hh.ru/vacancy/90605132;12.12.2023 14:05;Сбер. IT;СБЕР;Нижний Новгород;Аналитик;Полная занятость;От 1 года до 3 лет;NaN;214000.0;;RUR;ИСТИНА;Полный день;Имеешь опыт в Системном анализе от 2 лет. Знаешь основные интеграционные технологии — REST/SOAP, HTTPS, JSON/XML, Swagger. ;Собирать, анализировать и документировать требования (интервьюирование заказчиков). Разрабатывать ТЗ и согласовывать его с заказчиками и экспертами предметных областей. ;;Открытая;О продукте: Сбер ID – единый идентификатор пользователя в экосистеме Сбера, который используют более 20 миллионов пользователей. Мы предоставляем возможность быстрой и безопасной авторизации на сайтах и в приложениях наших партнеров, среди которых уже более 100 различных компаний. Решения, которые мы создаём, направлены на весь рынок, от крупнейших интернет-магазинов до микробизнеса. Что ты будешь делать:  собирать, анализировать и документировать требования (интервьюирование заказчиков) разрабатывать ТЗ и согласовывать его с заказчиками и экспертами предметных областей ставить задачи разработчикам заниматься построением необходимых моделей и алгоритмов анализировать выведенный функционал в ПРОМ: что необходимо исправить/улучшить участвовать в анализе архитектуры разрабатываемых решений.  Команда ожидает, что ты:  имеешь опыт в Системном анализе от 2 лет знаешь основные интеграционные технологии — REST/SOAP, HTTPS, JSON/XML, Swagger понимаешь основы реляционных БД и пишешь SQL-запросы умеешь писать спецификации требований и рисовать BPMN/UML диаграммы.  Будет плюсом, если ты:  уже реализовал и выводил в ПРОМ продукты.  Мы предлагаем:  работа по гибриду или удалённо офис: ул. Академика Сахарова, 2 график работы с выбором начала рабочего дня масштабные и высоконагруженные проекты с использованием новых технологий много экспертных задач, которые влияют на сотни тысяч людей и позволяют вырасти профессионально команду профессионалов, которая всегда поможет адаптироваться и поделится своей экспертизой корпоративный университет, собственная платформа с курсами, повышение квалификации, IT-конференции, митапы мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы структура дохода – оклад и годовая премия. Возможность пересмотра дохода через полгода ДМС с первого дня, программа для родственников, страхование от несчастных случаев и тяжелых заболеваний, материальная помощь и социальная поддержка, корпоративная пенсионная программа льготные условия кредитования и ипотеки подписка СберПрайм+ для сотрудников, скидки и бонусы от компаний партнёров, скидки на лучшие курорты в Ялте, Алтае и Сочи, а также различные корпоративные активности собственный спортзал. 
Владелец продукта (Product Owner);90457859;ЛОЖЬ;https://hh.ru/vacancy/90457859;07.12.2023 17:55;;Фирма ПАЛИТРА СИСТЕМ;Москва;Менеджер продукта;Полная занятость;От 1 года до 3 лет;NaN;150000.0;;RUR;ИСТИНА;Удаленная работа;Опыт работы над коммерческими IT-продуктами в качестве владельца продукта, бизнес- или <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext>. Высшее образование (желательно техническое). ;Анализ текущего состояния продукта, рынка, сформировать виденье и план развития. Определение «болей» пользователей и поиск оптимальных решений. Управление продуктом (в...;;Открытая;"ПАЛИТРА СИСТЕМ – аккредитованная IT-компания, разработчик и интегратор программного обеспечения для автоматизации метрологических служб, испытательных центров и лабораторий. Наша компания растет и развивается, мы расширяем линейку программных продуктов и открываем новую позицию – Владелец продукта (Product Owner). Обязательно! В сопроводительном письме указывайте ожидаемый уровень дохода. Резюме без сопроводительного письма рассматриваться не будут.  Обязанности:  Анализ текущего состояния продукта, рынка, сформировать виденье и план развития; Определение «болей» пользователей и поиск оптимальных решений; Управление продуктом (в т. ч. формирование и контроль бэклога продукта); Взаимодействие с проектной командой и работа в ее составе; Разработка проектной документации; Работа на платформе Яндекс.Облако - Tracker, Wiki и др.; Взаимодействие в проектной команде по фреймворку Scrum.  Требования:   Опыт работы над коммерческими IT-продуктами в качестве владельца продукта, бизнес- или системного аналитика; Высшее образование (желательно техническое); Опыт разработки или участия в продуктовой стратегии (roadmap, MVP, валидация гипотез); Понимание методологии Agile, опыт работы по Scrum; Будет преимуществом: знание предметной области – метрологическое обеспечение, ТОиР, испытания. Личные качества: стратегическое мышление, лидерские качества, коммуникабельность, педантичность, стрессоустойчивость    Условия:  Полная занятость и трудоустройство в соответствии с ТК РФ; Гибкий/свободный график работы (обсуждается индивидуально); До 100% времени удаленно Белая заработная плата + премии, бонусы по окончании проектов; Офис в шаговой доступности от метро Каширская; Мобильная связь; Компенсация проезда; Обучение за счет Компании; Корпоративные мероприятия, конференции, семинары, тренинги; Компенсация занятий спортом и лечения. "
QA / ведущий ручной тестировщик;90832259;ЛОЖЬ;https://hh.ru/vacancy/90832259;19.12.2023 13:33;;Techno Diasoft;Москва;Тестировщик;Полная занятость;От 1 года до 3 лет;NaN;;200000.0;RUR;ИСТИНА;Полный день;Опыт ФТ 2+ года. Знание основных паттернов проектирования ПО и умение применять их на практике. Знание SQL на любом...;Участие в разработке продуктов страхования физ. лиц. Разработка и выполнение тесткейсов. Анализ результатов и подготовка отчетности. Тестирование мобильного приложения, как...;;Открытая;"Компания Techno Diasoft создана в 2010 году как R&D подразделение российских компаний - ""Диасофт"" и ""Технос-К"" - ведущих российских разработчиков ПО для финансовой сферы. Мы работаем над высоконагруженными FinTech проектами, а также занимаемся разработкой умных устройств, голосовых помощников, ассистентов, решениями в области биометрии и AI. Стабильно работаем и уверенно движемся вперед! Ищем Системного аналитика (middle) в проект Российского банка из ТОП-3 Описание проекта ""Страховой продукт"" – добровольное страхование жизни. Платформы: мобильное приложения, личный кабинет.Разработка и развитие ПО, являющегося одним из основных частей продуктовой фабрики страхового направления. Описание команды: Кросс-функциональная agile-команда – владелец продукта, бизнес и системные аналитики, разработчики, тестировщики (ручные, автоматические и нагрузочные тесты), сотрудники сопровождения. Обязанности:  Участие в разработке продуктов страхования физ. лиц Разработка и выполнение тесткейсов Анализ результатов и подготовка отчетности Тестирование мобильного приложения, как фронтальную часть (20%), так и бэк(80%) приложение. Процесс оформления страховых продуктов, такие как: добровольное страхование жизни держателя потребительского кредита, кредитной карты, страхование средств на банковских картах, страхование квартиры, дома и тд. Работа в команде по методологии Agile Проведение ПСИ Тестирование большой, сложной системы, большое количество интеграций, зависимостей  Требования:  Опыт ФТ 2+ года Знание основных паттернов проектирования ПО и умение применять их на практике; Знание SQL на любом уровне Опыт интеграционного тестирования ПО и использования инструментов API тестирования (SoapUI, rfhutil, MQ, Fiddler) Опыт работы с Jira, Confluence Наличие сертификатов в области QA (CSTE, ISTQB, ISEB) Опыт тестирования мобильных приложений Опыт тестирования банковского ПО Опыт тестирование большой, сложной системы в части архитектуры. Большое количество интеграционных взаимодействий  Условия:  Оформление по ТК РФ (оплата больничных, отпусков) Формат работы - удаленка  Оптимально быстрый процесс собеседований: small talk с HR + 1 техническое интервью (~1 час) + оффер Обеспечение техникой для работы Комфортный ДМС + стоматология Кафетерий бенефитов Активная корпоративная жизнь: спортивные челленджи, игры, мероприятия на природе; Коммьюнити профессионалов Пространство для обмена практическим опытом (конференции, митапы). "
Системный аналитик СЭД;89275468;ЛОЖЬ;https://hh.ru/vacancy/89275468;22.12.2023 11:08;;Девелоника;Москва;Системный аналитик;Полная занятость;От 1 года до 3 лет;NaN;200000.0;;RUR;ИСТИНА;Полный день;Опыт работы аналитиком в области разработки/кастомизации ПО не менее 2-3 лет. Опыт проведения обследований в рамках пресейлов и...;Анализ предметной области и требований Заказчика. Сбор и формализация требований. Разработка проектной документации. Постановка задач на команду разработки. ;;Открытая;Компания «Девелоника» — российский центр экспертизы ГК Softline по заказной и платформенной разработке. Мы работаем с компаниями среднего и крупного бизнеса, государственными учреждениями. Являемся ТОП – 1 в рейтинге компаний по заказной разработки России по версии Market.Cnews* У нас есть центры разработки в 5 городах, широкий стек технологий и более 900 специалистов в команде. Мы в поиске Системного аналитика СЭД в нашу команду для работы в проектах с государственным сектором. Задачи  Анализ предметной области и требований Заказчика. Сбор и формализация требований. Разработка проектной документации. Постановка задач на команду разработки. Взаимодействие с командой разработки.  От нового члена команды мы ожидаем  Опыт работы аналитиком в области разработки/кастомизации ПО не менее 2-3 лет. Опыт проведения обследований в рамках пресейлов и проектов. Опыт работы с любой СЭД (в идеале с СЭД Тезис или Tessa). Опыт разработки документации (технического задания и т.д.). Опыт взаимодействия с командой, подготовки постановок разработчикам. Знания BPMN и UML. Готовность 2-3 раза в неделю посещать Заказчика (Центр Москвы). Желателен опыт работы с гос.Заказчиками в роли аналитика. Готовность участвовать в больших проектах с гос.участием при условии адекватного уровня бюрократии и интересного стека.  Будет плюсом  Опыт работы с Jira, Confluence или другими системами учета задач/wiki-системами. Опыт создания прототипов и макетов систем. Опыт работы с xsd-схемами и xml-файлами. Опыт проработки интеграционных взаимодействий систем. Знание основ программирования и принципов работы с БД, включая SQL, NoSQL. Опыт проектирования логических схем данных.  Мы предлагаем  Конкурентную заработную плату. Мы готовы обсуждать условия дохода с каждым кандидатом. Гибкий график работы. 5/2, с гибким началом рабочего дня, возможностью удаленной работы. Обучение и развитие. Организуем необходимое внутреннее и внешнее обучение за счёт компании. Также мы собрали обширную базу знаний и сотрудничаем с образовательными онлайн-платформами. Изучение английского. Проводим еженедельные встречи разговорного клуба по английскому языку, организуем обучение английскому в мини-группах с носителем языка, предоставляем скидки на обучение в Skyeng. Профессиональное сообщество и развитие личного бренда: наши сотрудники выступают на конференциях и пишут статьи. Также внутри компании проводим технологические митапы, можно в них участвовать и как слушатель. Насыщенную корпоративную жизнь. Мы устраиваем конкурсы с подарками в телеграме, организуем онлайн и офисные мероприятия, есть клубы по интересам. Заботу о здоровье. Сотрудникам предоставляется полис ДМС, в компании организованы неформальные спортивные сообщества. Открытость топ-менеджмента к диалогу. Регулярно делимся новостями компании, проводим для сотрудников горячие линии с руководством. Покупку техники со скидкой от партнеров Softline. Наши сотрудники могут приобрести смартфоны, планшеты, наушники, ноутбуки, мониторы, принтеры и другую технику от поставщиков Softline на выгодных условиях. Поддержку от государства. «Девелоника» является аккредитованной IT-компанией, что позволяет сотрудникам получить льготную ипотеку и/или отсрочку от армии в рамках гос. программ. Современную рабочую технику от компании или компенсацию использования собственной техники. Скидки на мобильную связь. 
Systems Analyst Middle+/Senior (remote);90620397;ЛОЖЬ;https://hh.ru/vacancy/90620397;27.12.2023 20:06;;Americor Funding Inc;Москва;Программист, разработчик;Полная занятость;От 3 до 6 лет;NaN;3300.0;;USD;ЛОЖЬ;Удаленная работа;Имеешь опыт в <highlighttext>системной</highlighttext> <highlighttext>аналитике</highlighttext> от 3-х лет и готов самостоятельно решать сложные задачи. Проектируешь сложные модели данных, хорошо...;В связке с менеджерами продуктов грумить идеи по развитию продуктов и помогать доводить эти идеи до ума. Помогать менеджерам продуктов...;;Открытая;С 2016 года мы разрабатываем и поддерживаем собственную экосистему “Path”, которая позволяет нашему бизнесу эффективно работать с клиентами и автоматизирует такие бизнес-процессы как: продажи внутри компании и силами партнеров, урегулирование кредитов клиентов, коммуникации с клиентами, документооборот, кредитование клиентов, проведение платежей, маркетинг.Системой пользуются больше 2500 сотрудников нашей FinTech компании, которые решают полный цикл задач, связанных с урегулированием задолженности по кредитам наших клиентов.Главный офис компании находится в USA, California, Irvine. Команды разработки распределены по миру и находятся в разных странах и часовых поясах. Чем тебе предстоит заниматься:    В связке с менеджерами продуктов грумить идеи по развитию продуктов и помогать доводить эти идеи до ума   Помогать менеджерам продуктов разбираться в существующем функционале системы (рассказывать, как все работает внутри)   Оценивать сложность доработок, выявлять зависимости и анализировать влияние изменений системы   Проектировать решения «от и до»: сервисы и их контракты, модели данных, алгоритмы и сценарии работы системы   Декомпозировать user stories на задачи, понятные разработчикам   Составлять техническую документацию по внедрённым фичам   Стэк:Confluence, Jira, Bitbucket, Markdown, draw.io, plantUML, Swagger (OpenAPI 3.0) Ты нам отлично подойдешь, если:   Имеешь опыт в системной аналитике от 3-х лет и готов самостоятельно решать сложные задачи   Проектируешь сложные модели данных, хорошо знаешь SQL   Понимаешь, как работают распределенные системы, и знаком с SOA-архитектурой   Знаешь, как спроектировать качественный RESTful API   Самостоятельно погружаешься в новые функциональные области и готов по крупицам собирать информацию из разных источников   Грамотно декомпозируешь и структурируешь информацию для разработчиков   Владеешь английским языком на уровне B2 и выше   Будет плюсом:   Опыт работы в FinTech   Умение читать исходный код, знание любого языка программирования   Понимание жизненного цикла продуктов, процессов разработки   Что мы предлагаем:  Удалённую работу с гибким графиком  Высокий уровень заработной платы (обсуждается по результатам общения)  ЗП фиксируем в $  Сотрудничество по ИП (через deel.com)  Возможность оплаты на зарубежное ИП/счёт  Помощь с открытием ИП в Грузии  Оплачиваемый отпуск, больничные, спорт, английский в Skyeng  Участие в высоконагруженном проекте с возможностью прокачки в команде  Поддержку инициатив и возможности для развития 
Системный аналитик;90904745;ЛОЖЬ;https://hh.ru/vacancy/90904745;30.12.2023 13:20;;Академсервис;Москва;Системный аналитик;Полная занятость;От 3 до 6 лет;NaN;250000.0;;RUR;ЛОЖЬ;Полный день;Системное мышление. Опыт работы в аналогичной должности не менее 3-х лет. Хорошие коммуникативные навыки. Умение грамотно излагать свои мысли...;Сбор, анализ, систематизация и согласование требований бизнес-пользователей. Разработка бизнес-функциональных требований как для внутренней команды разработчиков. Проверка разработанного функционала...;;Открытая;"Крупная туристическая компания ""Академсервис"" ищет системного аналитика на проект системы онлайн-бронирования отелей acase.   Обязанности:  сбор, анализ, систематизация и согласование требований бизнес-пользователей; разработка бизнес-функциональных требований как для внутренней команды разработчиков; проверка разработанного функционала в части полноты и качества удовлетворения требований бизнес-пользователей; презентация нового функционала бизнес-пользователям.    Требования:  системное мышление; опыт работы в аналогичной должности не менее 3-х лет; хорошие коммуникативные навыки; умение грамотно излагать свои мысли, как устно, так и письменно; знание XML, XSD, JSON; знание SQL и теоретических основ реляционных баз данных; опыт работы в команде, знание гибких методологий разработки; опыт работы в сфере туризма не обязателен, но является несомненным плюсом.    Условия:  График работы 5/2 с 9:30 до 18:00; Современный комфортный офис; Профессиональный и дружный коллектив; Официальное трудоустройство с полным соблюдением Трудового кодекса; Работа в аккредитованной ИТ-компании с возможностью воспользоваться государственными льготами для IT-специалистов. "
Ведущий бизнес-аналитик;89543888;ЛОЖЬ;https://hh.ru/vacancy/89543888;16.12.2023 12:53;;Аптеки Плюс;Самара;Бизнес-аналитик;Полная занятость;От 1 года до 3 лет;NaN;103500.0;138000.0;RUR;ИСТИНА;Полный день;Опыт работы бизнес или <highlighttext>системным</highlighttext> <highlighttext>аналитиком</highlighttext> от 1 года. Опытный пользователь ПК(MS Office). Умение структурировать и систематизировать информацию. ;Анализ и проработка требований к ПО. Коммуникации с заказчиком, командой разработки и тестирования. Проработка и описание в бизнес-процессах последовательности...;;Открытая;Аптеки Плюс – это удобный онлайн-сервис поиска и заказа лекарственных препаратов и товаров аптечного ассортимента по выгодным ценам. Мы расширяем свою команду специалистов для оптимизации и развития внутренних процессов, внедрения в них новых технологий. Обязанности:  Анализ и проработка требований к ПО Коммуникации с заказчиком, командой разработки и тестирования Проработка и описание в бизнес-процессах последовательности работ пользователей и алгоритмов поведения продукта Принятие разработанного ПО, тестирование, внедрение и сдача заказчику  Требования:  Высшее образование (управление качеством, стандартизация и сертификация, информационные системы (математические методы) в экономике, менеджмент) Опыт работы бизнес или системным аналитиком от 1 года Опытный пользователь ПК(MS Office) Умение структурировать и систематизировать информацию Умение общаться с заказчиком и представителями команды Умение описывать сложные функциональные изменения понятным языком Способность погружаться в детали и оперативно ориентироваться в процессах Грамотная речь и письмо Быстрый и гибкий ум, позволяющий погружаться в проекты и переключаться между ними Навыки по построению диаграмм в нотации BPMN, IDEF0  Условия:  График работы 5/2, возможен удаленный формат работы  З/п от 103 500 руб. до 138 000 руб. Трудоустройство в соответствии с ТК РФ, полный соц. пакетПоиск персонала ведет ООО «Менеджмент-Консалт» 
Системный аналитик;90191418;ЛОЖЬ;https://hh.ru/vacancy/90191418;13.12.2023 13:55;;ГАУЗ ТО Городская поликлиника №5;Тюмень;Системный аналитик;Полная занятость;Нет опыта;NaN;40000.0;;RUR;ИСТИНА;Полный день;С Образованием Экономика, Информационные технологии. С Системным мышлением. С Отличными коммуникативными навыками, умением работать в команде, высоким уровнем исполнительности, организованности.;Изучение нормативной документации по предметной области системы и подсистем. Информационной системы управления ресурсами медицинской организации Тюменской области 1С. ;;Открытая;"Обязанности:   Изучение нормативной документации по предметной области системы и подсистем   Информационной системы управления ресурсами медицинской организации Тюменской области 1С.   Мониторинг и контроль выполнения плановых показателей цифровой зрелости сферы здравоохранения по медицинской организации;   Отслеживание статусов передачи в РЭМД и оперативное исправление ошибок в случае возврата медицинского документа от РЭМД   Выявление и описание отклонений работы системы и подсистемы от требований и своевременное оформление заявок в службу технической поддержке;   Проведение обучающих сессий по работе с системой и подсистемой и разработка учебно-методических материалов по работе с системой и подсистемой   Требования:    С Образованием Экономика, Информационные технологии. С Системным мышлением. С Отличными коммуникативными навыками, умением работать в команде, высоким уровнем исполнительности, организованности.  Условия:  Полный соц. пакет. Официальное трудоустройство. Возможность профессионального развития и самосовершенствования. Возможность вступить в Профсоюз поликлиники. Удобная транспортная развязка. "
Стажер /младший системный аналитик (отдел внедрения);86222847;ЛОЖЬ;https://hh.ru/vacancy/86222847;28.12.2023 10:44;;Солантек;Санкт-Петербург;Системный аналитик;Стажировка;Нет опыта;NaN;45000.0;;RUR;ЛОЖЬ;Гибкий график;Высшее образование (или успешное обучение на старших курсах) в области ИТ/CS, математики, системного анализа. Technical skills: Базовые навыки работы...;Решения, построенные на платформе SOLAR, помогают Клиентам использовать самые современные и передовые технологии: от бесконтактных транзакций (ApplePay, GooglePay, MirPay) - до...;;Открытая;"Solanteq - команда экспертов в области платежных технологий и процессинга банковских карт. Мы занимаемся разработкой, внедрением и поддержкой собственных программных продуктов (линейка SOLAR), а также консалтингом в рамках нашей предметной области. Наши клиенты - банки, процессинговые и топливные компании в России и за рубежом (Европа, СНГ, Ближний Восток). Решения, построенные на платформе SOLAR, помогают Клиентам использовать самые современные и передовые технологии: от бесконтактных транзакций (ApplePay, GooglePay, MirPay) - до Системы Быстрых Платежей, создавать широкий спектр бизнес продуктов: от карт рассрочки - до бонусных клубов и программ лояльности, противодействовать мошенническим операциям и повышать качество предоставляемых услуг. Миллионы людей используют решения на платформе SOLAR в повседневной жизни. В работе используем: Java 11, Kotlin, Spring, Angular, Postgres, git, Maven, YouTrack, а также разработанную нами интеграционную платформу. В связи с ростом компании приглашаем также студентов старших курсов и выпускников ВУЗов (ИТ, CSc), которым было бы интересно научиться решать аналитические и технические задачи в нашей предметной области, на стартовую позицию в отделе внедрения с дальнейшей специализацией в области создания и внедрения интеграционных решений, продуктовой экспертизе и аналитике. Требования к кандидатам:  высшее образование (или успешное обучение на старших курсах) в области ИТ/CS, математики, системного анализа Technical skills:  базовые навыки работы с *nix знание основ работы с реляционными базами данных и SQL учебный опыт программирования   грамотный русский язык, уровень знания английского языка - не ниже свободного чтения технической документации Soft skills:  системное мышление умение задавать вопросы, слышать клиента, объяснять и желание помогать ориентация на результат, умение находить и реализовывать оптимальные решения самостоятельность и ответственность   интерес к области платежных технологий готовность работать от 30 часов в неделю (в рабочие часы/дни)  Будут плюсом:  опыт тестирования / разработки / поддержки ПО / аналитики, в том числе в рамках учебных проектов опыт работы с используемыми в Компании технологиями и инструментами знания в области платежных технологий и процессинга банковских карт  Чему мы готовы научить:  разбираться в сложной, инновационной и динамичной предметной области (fintech) делать нетривиальные проекты: оценивать, планировать, находить решения и воплощать их в жизнь; внедрять большие сложные системы; проводить системный анализ; решать нестандартные (неизвестные ранее) технические проблемы; создавать и развивать программные продукты  Условия:  Занятость от 30 часов в неделю (полная занятость также возможна), гибкий график Работа в молодой, динамично развивающейся компании, над реальными задачами Оформление по ТК, комфортные условия труда, ДМС и другие плюшки Заработная плата определяется по итогам собеседования    Пожалуйста, в дополнение к резюме укажите в сопроводительном письме следующую информацию:  Ваш средний балл в ВУЗе Степень знакомства с СУБД Навыки программирования Чем, с Вашей точки зрения, интересна работа во внедрении Желаемая занятость (количество рабочих часов в неделю)   "
Системный аналитик уровня Middle (удаленно с территории РФ);87516606;ЛОЖЬ;https://hh.ru/vacancy/87516606;29.12.2023 11:44;;БК Олимп;Москва;Аналитик;Полная занятость;От 1 года до 3 лет;NaN;;270000.0;RUR;ЛОЖЬ;Полный день;...в должности <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> или аналогичный опыт (технический писатель от 3 лет, при условии выполнения функционала <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext>). ;Сбор и фиксация требований к ПО. Документирование функционала ПО. Формализация и постановка задач разработчикам. Участие в функциональном тестировании и приемке...;;Открытая;"OLIMPBET – международный онлайн-букмекер, один из основных спонсоров в мире спорта и один из крупнейших рекламодателей России и СНГ. Мы сотрудничаем с ключевыми Лигами и Федерациями, дружим с футбольными клубами и с бойцовскими промоушенами. У нас молодой и дружный коллектив единомышленников, объединенных великими планами и грандиозными амбициями. В связи с ростом компании и желанием меняться к лучшему мы ищем в свою команду Системного аналитика Обязанности:  Сбор и фиксация требований к ПО; Документирование функционала ПО; Формализация и постановка задач разработчикам; Участие в функциональном тестировании и приемке работ; Третья линия поддержки.  Требования:  Опыт не менее 1.5 лет в должности системного аналитика или аналогичный опыт (технический писатель от 3 лет, при условии выполнения функционала системного аналитика); Навыки документирования требований на разработку ПО; Знание базовых принципов работы WEB-сервисов; Знание принципов REST API; Знание спецификации OpenAPI (Swagger); Опыт работы с Postman; Знание языков разметки (CSS+HTML, Markdown) на уровне достаточном для верстки докуменатции; Опыт работы с корпоративной базой знаний (Wiki – движки, Confluence или аналоги); Опыт работы с таск-менеджерами (YouTrack, Jira или аналоги); Базовые знания о реляционных СУБД; Умение составить простой SQL запрос (CRUD); Знание нотации UML и BPMN, работа с пакетами офисных программ; Инструменты для подготовки схем (draw.io, MS Visio или аналоги); Начальные навыки работы с Git; Умение читать код на высокоуровневых языках программирования.  Условия:  Уровень дохода определяется по результатам собеседования в зависимости от технических знаний; Комфортный офис в 10 минутах от м. Волгоградский пр-т или м. Пролетарская;  График работы: 5/2 офис, гибрид (не менее 50% в офисе) или удаленный с территории РФ,8-часовой рабочий день (плавающее начало дня с 9:00 до 12:00);  Оборудованную комнату отдыха (настольный теннис, настольный футбол, чай, кофе), регулярные развлекательные мероприятия; Бесплатные билеты на спонсируемые мероприятия; Корпоративный футбол с коллегами. "
